gene_name,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
PRPF40A2,1.47477339987462E-09,0.596494191580734,0.419,0.187,7.0327519119821E-05,8
KRT192,1.37881808140734E-09,1.1767394726422,0.495,0.269,6.57516978480719E-05,10
SAMHD11,1.2347974473166E-09,0.764160544495681,0.308,0.2,5.88837858701869E-05,7
CLEC2D1,1.22980340917599E-09,0.847195854396893,0.266,0.096,5.86456351733753E-05,8
PSMC5,1.22748042842694E-09,0.436844715285562,0.29,0.109,5.85348591903953E-05,8
NDUFB71,1.15066996013137E-09,0.43069062936816,0.298,0.11,5.48719983887849E-05,8
CTSD,1.13308163180755E-09,0.509658542224755,0.285,0.228,5.40332637760064E-05,2
EWSR12,1.10897897576962E-09,0.519880914173629,0.476,0.225,5.2883880417526E-05,8
GOLGB1,1.09702884654855E-09,0.457801780817014,0.249,0.371,5.23140146053609E-05,0
RBM17,1.05299913161295E-09,0.304813754701576,0.306,0.116,5.02143695892269E-05,8
CD822,9.23540402186899E-10,0.370133263345298,0.379,0.156,4.40408711590866E-05,8
CUTA,9.12755490261249E-10,0.645371653538899,0.266,0.094,4.35265710640882E-05,8
DNM2,8.61898390005999E-10,0.437060833680065,0.266,0.093,4.11013485242161E-05,8
YPEL51,8.60211516763738E-10,0.656678177488306,0.255,0.152,4.10209065999124E-05,7
NEAT1,8.58419012910202E-10,0.552132670298008,0.496,0.504,4.09354274686488E-05,0
CD93,8.41274980461809E-10,1.97266138313557,0.324,0.137,4.01178799932823E-05,10
RPL133,7.65290020487736E-10,0.584709681015881,0.556,0.276,3.64943852069987E-05,8
AKNA1,7.34195050453099E-10,0.969205048692145,0.282,0.103,3.50115593709569E-05,8
TXN2,7.17745046055929E-10,0.942381614032971,0.407,0.285,3.42271080112691E-05,7
RPL242,7.10770911357985E-10,0.577241831774596,0.308,0.191,3.38945324499282E-05,7
EIF2AK22,6.96548495007987E-10,0.536220171006493,0.395,0.167,3.32163080814459E-05,8
ARF5,5.81692106054552E-10,0.675210978516739,0.266,0.093,2.77391514614234E-05,8
CD551,5.0738561769973E-10,1.20077466335128,0.405,0.181,2.4195697951247E-05,10
EIF5B,5.0242665671912E-10,0.26902562832693,0.272,0.204,2.39592199789647E-05,3
USF2,4.47597631026464E-10,0.678085729016588,0.258,0.087,2.1344588230759E-05,8
OSBPL8,4.44368644610077E-10,0.690904652003932,0.274,0.097,2.11906075555208E-05,8
RPL233,4.16602524979578E-10,0.519040325723723,0.669,0.357,1.98665246087011E-05,8
CHD12,4.13521750350306E-10,0.769480684091985,0.371,0.154,1.9719611708955E-05,8
RPS33,3.85555559385711E-10,0.400989290621677,0.482,0.334,1.83859879604264E-05,7
UBE2D32,3.81837250502525E-10,0.49114051925822,0.279,0.166,1.82086729647139E-05,7
SOD21,3.80653328602295E-10,1.83887909937128,0.279,0.105,1.81522152810576E-05,10
CCNL13,3.7712970671505E-10,0.423883687624484,0.411,0.168,1.79841843241206E-05,8
RPL39,3.73880486384646E-10,0.516970821390821,0.374,0.245,1.78292387542246E-05,7
DDX62,3.53044283582692E-10,0.467780752525973,0.387,0.157,1.68356227512078E-05,8
EIF4B,3.10738556507426E-10,0.677232603789271,0.258,0.087,1.48181895441696E-05,8
GSTO1,3.01753622186964E-10,0.541902159125454,0.258,0.086,1.43897249812298E-05,8
SBNO1,3.00652474657077E-10,0.535245838735854,0.258,0.087,1.43372145589721E-05,8
S100A112,2.92755662079489E-10,1.6209337161196,0.36,0.159,1.39606392575846E-05,10
CDK5RAP22,2.88496730213997E-10,0.716494828189555,0.355,0.136,1.37575435737149E-05,8
FOS3,2.68387464094074E-10,1.04917858215183,0.496,0.252,1.27985930002541E-05,9
HLA-DRB1,2.59484800797295E-10,0.43620725561999,0.277,0.214,1.23740516956206E-05,2
MPHOSPH10,2.51173709453631E-10,0.496191849891176,0.25,0.083,1.19777206827153E-05,8
SNHG121,2.42810611958544E-10,0.915911176663014,0.274,0.094,1.15789096524671E-05,8
NDUFAB1,2.39919458142725E-10,0.37674197812215,0.25,0.082,1.14410392004521E-05,8
RPL243,2.33707722242386E-10,0.613956704657888,0.444,0.193,1.11448201505727E-05,8
PERP1,2.23889037317876E-10,1.00796507761699,0.294,0.106,1.06765965225775E-05,9
ATP6V1G11,1.94926838433636E-10,1.20658379108969,0.42,0.196,9.29547614438479E-06,9
OAZ13,1.90444611735465E-10,0.614589574732349,0.637,0.342,9.08173219982913E-06,8
EGR1,1.78556828810758E-10,1.51140913591158,0.252,0.087,8.51483949549861E-06,9
FUBP11,1.73003472208087E-10,0.54951035045569,0.355,0.139,8.25001657918703E-06,8
CTSZ2,1.68264547499516E-10,0.996168318525853,0.315,0.118,8.02403147660943E-06,8
SFPQ3,1.6015912980745E-10,0.694281722948341,0.597,0.303,7.63750842312788E-06,8
ABCF1,1.57490801417049E-10,0.401114021683608,0.331,0.124,7.51026384717483E-06,8
KMT2A1,1.56799865471428E-10,1.20190086017749,0.347,0.139,7.47731518473598E-06,8
FTL1,1.51289564363697E-10,0.261341919174318,0.315,0.114,7.2145454558116E-06,8
CD592,1.46523668090434E-10,1.32414450031918,0.432,0.2,6.98727416022852E-06,10
RPL264,1.45082505418328E-10,0.543491117233631,0.685,0.349,6.91854943588383E-06,8
DDB1,1.43841907902303E-10,0.358606355712504,0.274,0.093,6.85938906213713E-06,8
SLC25A64,1.42670713709292E-10,1.14898043681553,0.479,0.235,6.80353832465499E-06,9
RBM34,1.40895536700269E-10,0.751032808116667,0.274,0.095,6.71888545862575E-06,8
PPIB3,1.38550170357413E-10,0.5539727478635,0.411,0.17,6.60704197383396E-06,8
DDX271,1.36131107078452E-10,0.699806805045045,0.331,0.123,6.49168410325015E-06,8
CYBA2,1.34413185356908E-10,0.635084254944633,0.484,0.211,6.40976157011488E-06,8
HNRNPH13,1.25576175004761E-10,0.8631409444524,0.387,0.162,5.98835105745206E-06,8
PSME11,1.24097059686599E-10,0.527273222496248,0.532,0.247,5.91781648527483E-06,8
SRSF73,1.19149563784432E-10,0.753565059505663,0.476,0.214,5.68188524818822E-06,8
RPS193,1.18929896191381E-10,0.430960468062437,0.545,0.398,5.67140995967838E-06,7
CFLAR2,1.18243239660096E-10,0.827910395660217,0.346,0.229,5.638665369671E-06,7
PDS5A,1.16593944297669E-10,0.930922766667221,0.25,0.081,5.56001542172294E-06,8
CD3D1,1.15315680338829E-10,0.995078327864321,0.25,0.083,5.49905884831776E-06,8
GNAS3,1.03534971831916E-10,1.5083724800697,0.546,0.337,4.9372722017486E-06,9
RPL35A2,9.6024443875073E-11,0.766836033575091,0.461,0.441,4.5791176550706E-06,6
PSMB71,9.46835292824017E-11,0.380627498687485,0.363,0.139,4.51517346088989E-06,8
ENSA1,9.30125533764149E-11,0.583658055527258,0.379,0.15,4.4354896328611E-06,8
PSAP1,9.18410459340801E-11,1.09864276562089,0.429,0.197,4.37962395745848E-06,9
ZFR,9.14044638559331E-11,0.694425584516704,0.266,0.089,4.35880466789788E-06,8
RPL52,8.98486983754471E-11,0.542527371683377,0.613,0.308,4.28461487942995E-06,8
STK17B3,8.83144673357655E-11,0.466719170207017,0.476,0.202,4.21145200384065E-06,8
ERP291,7.68728425080373E-11,0.507130757685983,0.355,0.137,3.66583524068078E-06,8
PSMD3,7.66850193203198E-11,0.635945884345379,0.266,0.089,3.65687851632809E-06,8
GGNBP2,7.63231524685515E-11,0.367721672759023,0.323,0.115,3.63962217176782E-06,8
RPL322,7.60565739593276E-11,1.04444410324442,0.338,0.306,3.62690984239845E-06,6
RPLP23,7.58025613118312E-11,0.583254263656439,0.815,0.47,3.6147967412773E-06,8
SEPTIN2,7.49417988497308E-11,0.714974329814326,0.331,0.122,3.57374956174711E-06,8
RGS23,7.39511443171259E-11,0.559899841265111,0.315,0.115,3.52650821905078E-06,8
OIP5-AS1,7.3365501884042E-11,0.596420112457514,0.266,0.088,3.49858068834431E-06,8
ANXA21,7.26677856046697E-11,2.01235570105382,0.315,0.125,3.46530869212988E-06,10
EIF3A3,7.0744490307015E-11,0.557947383719914,0.508,0.232,3.37359250927062E-06,8
TMOD3,6.9968081572737E-11,2.45032153175557,0.279,0.104,3.33656790595911E-06,10
RPL353,6.95297426549038E-11,0.426316502576241,0.482,0.327,3.3156648379844E-06,7
RPS203,6.95072964668477E-11,0.383492265588298,0.69,0.522,3.31459444661457E-06,7
PKM2,6.89813850974292E-11,1.37724343822761,0.353,0.144,3.2895153111411E-06,9
ZNF644,6.67391157646473E-11,0.299567221154008,0.25,0.079,3.18258821346873E-06,8
SRP141,6.3688498906925E-11,0.422257867378165,0.492,0.214,3.03711344737453E-06,8
EBNA1BP2,6.32641260425563E-11,0.291566579095469,0.266,0.087,3.01687637859138E-06,8
NACA3,5.51341864247696E-11,0.455449733960206,0.581,0.271,2.62918394803799E-06,8
PAK2,5.36900020742321E-11,0.416311515009348,0.282,0.095,2.56031512891391E-06,8
RPS7,5.05161879288464E-11,0.337551749335874,0.282,0.095,2.4089654537629E-06,8
G3BP21,5.04490091640658E-11,0.430185712646873,0.306,0.107,2.4057619000068E-06,8
SAT13,5.03041757722582E-11,0.825354068326988,0.82,0.647,2.39885523005168E-06,10
EIF3E1,5.03021484557211E-11,0.370834424322202,0.298,0.104,2.39875855340797E-06,8
MTDH2,4.76015195163589E-11,0.419002324361747,0.427,0.179,2.26997366117661E-06,8
PPP1CB,4.75521964358841E-11,0.699651538302617,0.315,0.114,2.26762159143801E-06,8
PAFAH1B1,4.7269812571383E-11,0.286039297014738,0.282,0.094,2.25415555209154E-06,8
EML4,4.50629023646384E-11,0.340055232832749,0.298,0.102,2.14891462506251E-06,8
AKAP17A,4.26890052392256E-11,0.518645629048882,0.258,0.083,2.03571059284295E-06,8
EDF12,4.24332354616414E-11,0.370705564514795,0.419,0.167,2.02351369945929E-06,8
RPS15,4.1076673894327E-11,0.639749511573005,0.274,0.091,1.95882334799877E-06,8
COX5B1,4.07250990984069E-11,1.6355682886866,0.319,0.125,1.94205780070573E-06,9
MARS1,3.93102410199865E-11,0.719993628148119,0.25,0.079,1.8745874635201E-06,8
RPL153,3.86862955075625E-11,0.448480847459426,0.573,0.262,1.84483337386913E-06,8
RPS133,3.77642639790712E-11,0.519145665733911,0.516,0.365,1.80086445636997E-06,7
PSME21,3.76814401865166E-11,0.702551594541328,0.253,0.144,1.79691483817442E-06,7
S100A101,3.71854662200049E-11,0.691630067834921,0.403,0.16,1.77326332763337E-06,8
CHASERR1,3.48280498371622E-11,0.551547444082148,0.387,0.152,1.66084521258475E-06,8
STIP1,3.48163944547357E-11,0.529914726332618,0.282,0.095,1.66028940236298E-06,8
NDUFV1,3.28530709996938E-11,0.751788997986817,0.29,0.099,1.5666643967624E-06,8
CCL52,3.00284286152269E-11,0.406495432463068,0.347,0.126,1.43196567537432E-06,8
IWS1,2.87707951091518E-11,0.260033316548287,0.331,0.117,1.37199290637012E-06,8
CTCF,2.84171564677483E-11,0.978885772669765,0.274,0.089,1.35512894047751E-06,8
WBP11,2.80894478515138E-11,0.570021598485728,0.25,0.079,1.33950149969514E-06,8
LARP71,2.80649141053526E-11,0.560426079547287,0.371,0.142,1.33833155894195E-06,8
SMARCE1,2.58830402883421E-11,0.370566858517537,0.323,0.115,1.23428454223017E-06,8
ID21,2.44573273768696E-11,0.725203316793683,0.25,0.079,1.16629657062078E-06,8
COPS9,2.39780221619327E-11,0.365104493227846,0.315,0.109,1.14343994283608E-06,8
ELF32,2.13840415680494E-11,0.410818770025305,0.316,0.245,1.01974079025557E-06,2
RPS112,2.0940252583371E-11,0.628773891086097,0.448,0.414,9.98577824943215E-07,6
UBALD2,2.06698551012201E-11,1.19304854071293,0.274,0.092,9.85683380211884E-07,8
SRSF4,1.95539807492517E-11,0.759440705719234,0.339,0.126,9.32470679989567E-07,8
MTPN1,1.84791547126983E-11,0.501295656833995,0.29,0.097,8.81215450784445E-07,8
PSMD4,1.61010338343977E-11,0.269547288503786,0.323,0.113,7.67810000460923E-07,8
RPS6KA31,1.55523824640469E-11,0.883787979813218,0.25,0.078,7.41646462563006E-07,8
ZFP36L12,1.54036620560698E-11,0.401677131227696,0.5,0.21,7.34554432467802E-07,8
CEBPZ1,1.46789087080162E-11,0.373956746184446,0.315,0.108,6.99993119559169E-07,8
LYPD21,1.44335976220379E-11,1.80924745967384,0.27,0.09,6.8829496980212E-07,10
RPS163,1.38514769503141E-11,0.553477416009966,0.453,0.309,6.60535381329629E-07,7
ARHGEF11,1.36607058980266E-11,0.434533084065578,0.298,0.099,6.51438082159194E-07,8
RPL382,1.3211471424039E-11,0.533433129655733,0.48,0.334,6.30015437798148E-07,7
PPP4R2,1.26523118451E-11,0.669870375355228,0.258,0.081,6.03350794957284E-07,8
SLC25A62,1.25763912073577E-11,0.5566563492426,0.368,0.232,5.99730367505266E-07,7
ARID4A1,1.19162875368113E-11,0.936745069641145,0.298,0.102,5.68252003767919E-07,8
PRPF38B2,1.14282354975041E-11,0.660723842202465,0.46,0.192,5.4497826616948E-07,8
CNOT6L1,1.09604574916497E-11,0.799761028037251,0.258,0.081,5.22671336404297E-07,8
SF3B6,1.07518683193334E-11,0.949556580345688,0.274,0.089,5.12724344544054E-07,8
ACTG12,1.01634108246497E-11,0.403733491588059,0.565,0.401,4.84662571995071E-07,7
HSP90AB13,9.11968379743107E-12,0.66108664970653,0.742,0.402,4.34890361248096E-07,8
SRRM11,8.99825507564118E-12,0.935870254578,0.355,0.13,4.29099789792101E-07,8
RAB14,7.93069026491916E-12,0.682510890640931,0.274,0.088,3.781908266632E-07,8
SSR3,7.91193668095297E-12,0.700702739310232,0.258,0.08,3.77296524504604E-07,8
HDGF1,7.88456403305652E-12,0.367120536634939,0.403,0.154,3.75991205044366E-07,8
RAB311,7.29882874214184E-12,0.914194471756169,0.258,0.084,3.48059246226518E-07,8
ERP292,7.18499255104987E-12,1.39052371637939,0.353,0.137,3.42630739781915E-07,9
TBCA,7.04562998247612E-12,0.289419755490855,0.306,0.102,3.35984956974339E-07,8
ATP5MF,6.39337905774244E-12,0.595575443410253,0.363,0.132,3.04881067126564E-07,8
RPS164,6.22946396760617E-12,0.638030725692076,0.637,0.311,2.97064448223235E-07,8
MYL12B,5.95703689646218E-12,0.749400150363941,0.27,0.212,2.84073218481592E-07,2
CANX1,5.8893835595703E-12,0.756305739506821,0.362,0.229,2.80847033805229E-07,7
APH1A,5.45713332276459E-12,0.920560202812736,0.29,0.097,2.60234316762675E-07,8
OSTF1,5.436501662817E-12,0.796112187563354,0.258,0.08,2.59250454794754E-07,8
RPL103,5.19701625548724E-12,0.498249754339387,0.435,0.283,2.4783011417542E-07,7
TAGLN2,4.70152195189981E-12,0.819271545820935,0.256,0.199,2.24201477320246E-07,2
CD482,4.56013205823957E-12,0.575494060139651,0.315,0.105,2.1745901746127E-07,8
TIAL1,4.52593876321738E-12,0.596263276384856,0.258,0.079,2.15828441801547E-07,8
RPL174,4.03012779539202E-12,0.385257974098162,0.629,0.283,1.92184704178859E-07,8
ROCK12,3.87624360222902E-12,0.74024358388073,0.419,0.169,1.84846428659495E-07,8
RPL193,3.66827149927238E-12,0.44240096912064,0.666,0.515,1.74928862985802E-07,7
CNOT1,3.33043324235734E-12,0.789500141852194,0.266,0.083,1.58818370028294E-07,8
ATP5F1E2,3.31704967437873E-12,0.821413983548573,0.296,0.173,1.58180147822099E-07,7
RPL114,3.29183406724812E-12,0.661450051903624,0.79,0.455,1.56977691164861E-07,8
MAP4K42,3.11719225308895E-12,0.593407491460384,0.363,0.131,1.48649546973053E-07,8
CCDC501,3.10974792902305E-12,1.05092131462732,0.306,0.107,1.48294549491322E-07,8
FAM32A,2.91339622701607E-12,1.16086565300083,0.25,0.075,1.38931125877715E-07,8
PTPN111,2.85906525139663E-12,0.684604505238828,0.25,0.075,1.36340244643351E-07,8
GSN,2.85260764331604E-12,1.62118564187172,0.277,0.091,1.36032300686812E-07,9
MTRNR2L61,2.30686036805134E-12,0.262873502709532,0.735,0.835,1.10007250371264E-07,6
TERF2IP2,2.28246253800945E-12,0.661220759763824,0.395,0.151,1.08843791050057E-07,8
NAP1L12,2.2366859727756E-12,0.701541966832593,0.354,0.224,1.0666084398375E-07,7
JUN2,2.12598245660344E-12,0.364861330745851,0.583,0.416,1.01381725408048E-07,7
NEDD8,1.94324041794055E-12,0.424092716856085,0.306,0.101,9.2667305810331E-08,8
VAV1,1.92591635797199E-12,0.734007074447571,0.266,0.082,9.18411733626105E-08,8
FXR1,1.85502323645479E-12,0.520003659871874,0.306,0.101,8.84604930768196E-08,8
JUN3,1.82509399950798E-12,1.02983247233414,0.689,0.42,8.7033257554537E-08,9
RNF213,1.81803876629115E-12,0.325102987220015,0.228,0.347,8.66968146481259E-08,0
ATP5PO,1.80935740826522E-12,0.412683587072705,0.339,0.116,8.62828267279434E-08,8
MT-ND5,1.77602478802782E-12,0.255199773697244,0.778,0.855,8.46932940666825E-08,0
FYB11,1.70795844524581E-12,1.16639999305731,0.306,0.104,8.14474143784368E-08,8
RPS254,1.58152466401629E-12,0.58525361942074,0.597,0.267,7.5418166652945E-08,8
CYCS1,1.57947135844567E-12,0.525483850064953,0.323,0.108,7.53202506701988E-08,8
BTG13,1.52608356995791E-12,0.470448424502609,0.423,0.263,7.2774347200583E-08,7
CCT7,1.50820264515492E-12,0.509227386793302,0.258,0.078,7.19216595395025E-08,8
IRF2BP2,1.48668467713646E-12,0.769765667888108,0.266,0.081,7.08955321986062E-08,8
PEBP11,1.36590994678947E-12,1.18148571846087,0.42,0.174,6.51361476325495E-08,9
GALNT11,1.32551114053936E-12,2.59283483048567,0.261,0.084,6.32096497589002E-08,10
LARS1,1.04164354804611E-12,0.912321587291337,0.282,0.089,4.96728558756748E-08,8
RESF12,1.0073360780508E-12,0.318149410172824,0.476,0.186,4.80368355540086E-08,8
EIF2S2,9.96715674076676E-13,0.68152105000675,0.298,0.096,4.75303803496944E-08,8
MIF,9.88701988261512E-13,0.621953549517878,0.29,0.093,4.71482317142267E-08,8
TOX4,9.76076322681576E-13,1.03363114833855,0.25,0.073,4.65461515997163E-08,8
TAP1,9.73032831317216E-13,1.01982046742848,0.315,0.106,4.64010166270241E-08,8
JAK12,9.59285683223813E-13,0.718799892105388,0.395,0.144,4.5745456375894E-08,8
STK39,9.19686957322454E-13,1.76545174674919,0.269,0.085,4.38571119338359E-08,9
STT3B,8.58531186878151E-13,0.356290410382649,0.274,0.083,4.09407767086584E-08,8
RPL10A2,8.2689269675469E-13,0.704909701221383,0.589,0.265,3.94320320301409E-08,8
GALNT1,8.01454286857356E-13,0.413236420468801,0.274,0.084,3.82189505773667E-08,8
SELENOH1,7.90804785598508E-13,0.68331612769464,0.46,0.184,3.7711107810836E-08,8
TAP2,7.59783335725636E-13,0.540760609986134,0.298,0.095,3.62317879307484E-08,8
PSMB4,7.16516839191987E-13,0.377536868982068,0.323,0.107,3.41685385105483E-08,8
SRGN3,6.97940120799541E-13,0.604196673780302,0.492,0.195,3.32826705405677E-08,8
RPS93,6.96724166228763E-13,0.582476855683539,0.694,0.333,3.3224685314951E-08,8
PPP4R3A1,6.96228564273434E-13,0.699522262136146,0.355,0.124,3.32010515445072E-08,8
EEF1G2,6.9563967916843E-13,0.723400445112744,0.275,0.152,3.31729693805049E-08,7
PCBP22,6.51102111908179E-13,0.518782414250017,0.444,0.173,3.10491064105653E-08,8
PNN2,6.25259346571698E-13,0.840626260698421,0.516,0.22,2.98167424599646E-08,8
MYL6,6.24051063433971E-13,0.604951393903415,0.445,0.405,2.97591230619758E-08,2
EFHD22,5.68435232517421E-13,0.650869320329594,0.435,0.167,2.71069709330583E-08,8
HNRNPU4,5.67787913750656E-13,0.777498875213912,0.597,0.284,2.70761022430275E-08,8
ARHGAP182,5.3110552874302E-13,1.1750412276299,0.42,0.171,2.53268293491684E-08,9
CALR,5.21960585734901E-13,0.494018698183109,0.192,0.303,2.48907344519402E-08,0
KIF2A,5.1544511278185E-13,0.802861072150133,0.331,0.112,2.45800310932281E-08,8
RPL42,5.01359796069128E-13,0.622124102219825,0.411,0.266,2.39083445951485E-08,7
ATP5MJ,4.89065738016426E-13,0.816796766566405,0.29,0.092,2.33220778487893E-08,8
TMBIM11,4.78258286593966E-13,2.688149259425,0.252,0.077,2.28067029128064E-08,10
UBA522,4.15537498155241E-13,0.585570110764985,0.419,0.267,1.9815736674529E-08,7
HNRNPDL3,4.14510584775397E-13,0.738332676499585,0.484,0.2,1.97667662561843E-08,8
PAF1,3.8439257311286E-13,1.04119967618306,0.258,0.076,1.8330528634033E-08,8
PCBP11,3.7590821589033E-13,0.684744938302196,0.323,0.108,1.79259350911622E-08,8
PPP1R12A1,3.72357133982945E-13,0.94376194858722,0.395,0.145,1.77565946482447E-08,8
SUN21,3.71887260308312E-13,0.615952243944918,0.274,0.082,1.77341877823225E-08,8
EEF1A12,3.64911139649532E-13,0.612876455941966,0.263,0.141,1.74015175164672E-08,7
YY11,3.6364493963714E-13,0.524333740227382,0.355,0.121,1.73411362364763E-08,8
SMARCA51,3.50070933472925E-13,0.789931301719945,0.435,0.168,1.66938326045234E-08,8
MUC202,3.41528238437788E-13,1.63977183140932,0.328,0.116,1.62864571063828E-08,9
ZFP91-CNTF,3.35738604526099E-13,0.674234532061745,0.298,0.094,1.60103668340361E-08,8
ARL6IP1,3.29231429882032E-13,0.601146891456509,0.282,0.086,1.57000591967844E-08,8
KARS1,3.188936019355E-13,0.629255680366207,0.274,0.083,1.52070791954982E-08,8
EFHD21,2.94861927833654E-13,0.648982192583664,0.294,0.165,1.40610807526035E-08,7
NDUFB8,2.93052825734883E-13,0.467343959671436,0.306,0.096,1.39748101008194E-08,8
GADD45GIP1,2.88111409190157E-13,0.400527736366586,0.306,0.096,1.3739168770051E-08,8
ATP5PB,2.80468790369357E-13,0.735230863493262,0.282,0.086,1.33747152063435E-08,8
GBP22,2.77211988036619E-13,0.573637563722209,0.363,0.125,1.32194080735022E-08,8
DDIT3,2.45999523825303E-13,0.832567969117114,0.274,0.083,1.17309792926572E-08,8
STK42,2.43945593818155E-13,0.618321060866556,0.387,0.138,1.16330335324064E-08,8
SRSF32,2.32817886538279E-13,0.934246640038282,0.326,0.195,1.11023865553509E-08,7
ILRUN,2.24285676793181E-13,0.419867565055001,0.25,0.07,1.06955110692364E-08,8
SOX41,2.1716808964085E-13,1.61695404842336,0.311,0.102,1.03560946907032E-08,9
EIF3M,2.15200363906889E-13,0.756144944076806,0.29,0.09,1.02622597536278E-08,8
RPLP01,2.15147661771957E-13,0.964289100644888,0.339,0.115,1.02597465469193E-08,8
SPINT21,2.12465876187654E-13,1.59326138759164,0.353,0.125,1.01318602377606E-08,9
TPR1,2.06665429180028E-13,0.820330509523885,0.565,0.249,9.85525432130799E-09,8
PSMB102,1.99446244490767E-13,0.879591830389494,0.419,0.158,9.51099306103118E-09,8
CLASRP,1.89088537425575E-13,0.958998528767394,0.29,0.089,9.01706508421339E-09,8
REEP5,1.82636960268845E-13,0.705589793956019,0.306,0.097,8.70940872434042E-09,8
CD691,1.79622188375771E-13,0.698972019042827,0.347,0.115,8.56564329707539E-09,8
