gene_name,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster
ARHGAP251,3.15576697089903E-14,0.656016130438732,0.29,0.086,1.50489059541262E-09,8
HINT1,3.088120912982E-14,0.777005768711433,0.379,0.129,1.47263221977372E-09,8
NDUFA4,2.63541817061655E-14,0.99164947417161,0.363,0.123,1.25675186302191E-09,8
SRRT,2.34466680730589E-14,0.932334924684069,0.323,0.102,1.11810126039996E-09,8
DDX461,2.29615603824546E-14,0.623168688533193,0.403,0.142,1.09496792995811E-09,8
TUFM,2.28213807127203E-14,0.595038594314057,0.355,0.116,1.08828318204749E-09,8
RTF11,2.15920104336332E-14,0.5182446399986,0.379,0.127,1.02965820154866E-09,8
HNRNPK2,2.1444527241955E-14,0.774405831790254,0.468,0.181,1.02262517058711E-09,8
RPL37A4,1.97369668004053E-14,0.797954733316892,0.823,0.483,9.41196735810925E-10,8
AP3B1,1.71891812527336E-14,0.878652749247397,0.258,0.071,8.19700486399107E-10,8
DUSP41,1.70365073560305E-14,0.811361212149898,0.315,0.097,8.12419926287027E-10,8
FNBP13,1.69605050320754E-14,0.715957606064647,0.484,0.186,8.0879560346458E-10,8
DDX212,1.69563261828604E-14,0.817517526510881,0.294,0.162,8.08596326682063E-10,7
PSMA41,1.55709280129521E-14,0.607204780897546,0.452,0.171,7.42530844153646E-10,8
BTF32,1.53036166175841E-14,0.869315649078914,0.556,0.238,7.29783565642734E-10,8
SERPINB11,1.50473315333059E-14,2.70151599617687,0.342,0.124,7.17562098828757E-10,10
TPM44,1.49451957549658E-14,0.637449186547691,0.387,0.134,7.12691549967054E-10,8
MS4A11,1.39212371931509E-14,0.758847881324908,0.323,0.099,6.63862038029786E-10,8
UBE2R2,1.3796950731321E-14,0.421715095198855,0.25,0.066,6.57935189524506E-10,8
HADHA,1.33776571281635E-14,1.2396519567123,0.331,0.106,6.37940335470735E-10,8
UBE2D33,1.25107087303301E-14,0.780256325692157,0.452,0.168,5.96598167223253E-10,8
PSMB12,1.24209932657203E-14,0.723362699333589,0.395,0.137,5.92319905862403E-10,8
SEC11A,1.21945820143752E-14,0.870534208479474,0.266,0.074,5.81523032519511E-10,8
NACA3P,1.15213508675853E-14,0.730198577126266,0.315,0.096,5.49418658822541E-10,8
LAPTM53,1.1410018655414E-14,0.703562261208888,0.516,0.2,5.44109559620727E-10,8
CHD4,1.13756503422241E-14,0.286423945305403,0.314,0.224,5.42470637869642E-10,3
EWSR1,1.07966958725676E-14,0.255702786854435,0.305,0.216,5.14862036075131E-10,3
IVNS1ABP2,1.06176709141853E-14,0.857975559597692,0.363,0.122,5.06324872884752E-10,8
TLK1,1.04141124577516E-14,0.659151976690964,0.25,0.066,4.96617780772801E-10,8
MT-CO22,1.00328919810197E-14,0.31478190303875,0.856,0.889,4.78438519898886E-10,6
PUF60,9.26728658716037E-15,0.472131377729503,0.306,0.09,4.41929095481917E-10,8
RPL83,8.77436872720735E-15,0.784729969930861,0.71,0.341,4.18423321494337E-10,8
ALDOA1,8.60300377687096E-15,0.846076727506704,0.403,0.139,4.10251441107645E-10,8
NDUFB1,8.55086962216168E-15,0.419247144263406,0.427,0.148,4.07765319672024E-10,8
PTP4A23,8.02742837634684E-15,0.850685003626594,0.452,0.169,3.82803976982852E-10,8
RPL284,7.73059901717775E-15,0.676450776782746,0.669,0.31,3.68649075332155E-10,8
RPS4X4,7.49609957799189E-15,0.796599991513823,0.855,0.485,3.57466500575699E-10,8
RAD23B,7.41042176813756E-15,2.04139955461444,0.277,0.084,3.53380782857176E-10,9
COX5A,7.40720095952825E-15,0.660381710693344,0.395,0.135,3.53227192157024E-10,8
CTSC1,7.32266551980225E-15,0.63675295989815,0.306,0.091,3.4919595064281E-10,8
TTC1,7.31999677213733E-15,0.835376061592258,0.315,0.095,3.49068686072913E-10,8
DNAJB12,6.74981093917011E-15,1.30976277078519,0.313,0.25,3.21878234256205E-10,6
PSMC4,6.60471217862798E-15,0.32578327680585,0.258,0.069,3.14958909662233E-10,8
ACTG13,6.20551639641502E-15,0.923163326358427,0.75,0.404,2.95922460395843E-10,8
LASP1,6.17234052501156E-15,0.980987733181358,0.258,0.07,2.94340402616226E-10,8
RPS194,6.07057257874358E-15,0.808552300207302,0.766,0.4,2.89487394562545E-10,8
THRAP31,5.59774088824583E-15,0.835347561190062,0.411,0.147,2.66939469737779E-10,8
SNRPB2,5.42410561038025E-15,1.01438608919326,0.29,0.085,2.58659324242203E-10,8
BIN21,5.37146699503594E-15,0.836323904649794,0.274,0.075,2.56149146592279E-10,8
MACROH2A1,4.98515658908184E-15,0.952863925059947,0.271,0.144,2.37727162263546E-10,7
COX6C,4.74442578772196E-15,0.670722012432903,0.5,0.19,2.26247432539097E-10,8
SLC38A11,4.36248600833996E-15,0.527820109381658,0.339,0.103,2.08033870279708E-10,8
RPL123,3.94792521838598E-15,0.729842192920157,0.508,0.193,1.88264709889172E-10,8
RASSF5,3.83378841027377E-15,0.54611803586104,0.25,0.065,1.82821867920725E-10,8
ARF12,3.63992856445161E-15,0.654814175099495,0.265,0.136,1.73577273453004E-10,7
SZRD1,3.49104635653403E-15,0.673119645516612,0.266,0.072,1.66477527604038E-10,8
PSME22,3.28530135772506E-15,0.679490190066478,0.419,0.146,1.56666165845835E-10,8
UBA523,3.24315373519131E-15,1.09147877784974,0.589,0.27,1.54656272170068E-10,8
DDX213,3.15428254209462E-15,0.677950564454763,0.452,0.164,1.50418271584866E-10,8
GDI21,2.76534148509037E-15,0.881383454764737,0.279,0.149,1.31870839399504E-10,7
MATR32,2.66981030547606E-15,0.909564061872405,0.492,0.189,1.27315244037237E-10,8
HDAC2,2.6204376897582E-15,0.523715009728201,0.29,0.082,1.24960812111499E-10,8
GAS52,2.48007672964703E-15,0.555298956203407,0.419,0.142,1.18267419006678E-10,8
RPS214,2.31116908356037E-15,0.709871936777256,0.782,0.394,1.10212720087744E-10,8
RPL324,2.27266595103697E-15,0.544381348787834,0.702,0.305,1.083766212071E-10,8
RBM25,2.2242304775474E-15,0.544164733817769,0.211,0.341,1.06066878782803E-10,0
RBBP6,2.20416876062837E-15,0.915664909147522,0.387,0.128,1.05110195688085E-10,8
TRMT112,2.15588479997761E-15,0.572837970011258,0.29,0.081,1.02807678456532E-10,8
SARAF,2.10051120118737E-15,0.889897476251893,0.254,0.188,1.00167077651022E-10,2
ATP5F1D,1.92250563634759E-15,0.353244295324294,0.258,0.067,9.16785262805074E-11,8
JUND2,1.87681767722608E-15,0.67720058174272,0.35,0.194,8.949980457388E-11,7
USP7,1.83585002283661E-15,0.742371523495323,0.29,0.082,8.75461800390097E-11,8
CAPZB3,1.77285754641608E-15,0.769157050189234,0.476,0.181,8.45422578159435E-11,8
AURKAIP1,1.7515629567987E-15,0.553037991167554,0.363,0.115,8.35267827208594E-11,8
SNHG322,1.71890364824142E-15,0.864847130179382,0.427,0.15,8.19693582736885E-11,8
GVINP11,1.65643693937136E-15,1.03689597035292,0.266,0.07,7.89905083278022E-11,8
PSMD1,1.56658436959423E-15,0.969260658042585,0.274,0.076,7.47057088328401E-11,8
CD633,1.49733542322258E-15,0.812818431676821,0.439,0.274,7.14034343272153E-11,7
RPS234,1.46001577022344E-15,0.684122615408429,0.831,0.394,6.96237720346451E-11,8
SLC25A63,1.21554829931155E-15,0.956888646424644,0.565,0.234,5.796585174927E-11,8
NDUFB91,1.202433156692E-15,1.84467843137287,0.378,0.133,5.73404299431713E-11,9
RPL362,1.18917951018188E-15,0.78093869571208,0.774,0.391,5.67084033020435E-11,8
IRF12,1.18390506548594E-15,1.09510744600742,0.287,0.158,5.64568808578281E-11,7
RAB11FIP1,1.12857553233994E-15,1.13680479614785,0.289,0.162,5.38183814106948E-11,7
ERVK3-1,1.05707092124293E-15,0.906467668600302,0.25,0.064,5.04085410213114E-11,8
GNL2,1.04914897673256E-15,0.977194623817,0.29,0.082,5.00307672534458E-11,8
ACTR22,1.02211393367704E-15,0.974275632414376,0.31,0.171,4.87415471552572E-11,7
DDX18,1.00289938505271E-15,1.24564972272271,0.298,0.086,4.78252629750087E-11,8
EEF1B2,9.91262332903131E-16,0.739673897138903,0.339,0.103,4.72703268691516E-11,8
EPSTI1,9.39047095084429E-16,0.364005279112973,0.261,0.176,4.47803388232912E-11,3
TCERG1,9.27140812959709E-16,0.594033627519109,0.395,0.13,4.42125639476097E-11,8
TMSB4X3,9.12185292552766E-16,0.641859952913014,0.555,0.363,4.34993800459637E-11,7
RPS243,8.99369037986003E-16,0.526170699409198,0.67,0.503,4.28882113144385E-11,7
GOLGA4,8.96611710660594E-16,0.620333170545694,0.155,0.259,4.27567226462718E-11,0
RPL142,8.8307365240904E-16,0.748301472816779,0.5,0.187,4.21111332624299E-11,8
RPS242,8.57981668007113E-16,0.748089915478728,0.53,0.507,4.09145718022552E-11,6
ATP5PF,8.17799118902788E-16,0.796691529712449,0.347,0.107,3.89983865831172E-11,8
FAU2,7.94889718436946E-16,0.73450089822871,0.466,0.301,3.79059060031027E-11,7
TXNDC17,7.69483908446029E-16,0.99782280576074,0.29,0.081,3.66943791420658E-11,8
RPL22,7.4021259307357E-16,0.751831028063434,0.379,0.121,3.52985179258993E-11,8
PLEKHA2,6.85906949844715E-16,1.30562975954987,0.25,0.064,3.27088447172449E-11,8
ARHGAP451,6.78160081450232E-16,0.846960484941546,0.274,0.073,3.23394198041172E-11,8
GLUL2,6.55117715927277E-16,0.930824180227481,0.328,0.185,3.1240598519424E-11,7
EPS8,5.99996654108441E-16,2.08406013803763,0.269,0.074,2.86120404444692E-11,9
ARPC31,5.38846157587556E-16,0.833821316848913,0.379,0.123,2.56959567168778E-11,8
WDR43,5.30024112242808E-16,0.429281963604016,0.274,0.073,2.52752598405228E-11,8
NDUFB3,5.2055471081352E-16,0.895894010348805,0.323,0.094,2.48236924945643E-11,8
DSTN1,5.10201371758025E-16,1.40271900627881,0.445,0.169,2.43299728150249E-11,9
NAA10,5.00065619381848E-16,0.867834035035687,0.258,0.067,2.38466291914622E-11,8
RPS233,4.91215255061632E-16,0.628961647772394,0.569,0.392,2.3424581868124E-11,7
RPL62,4.60593606798309E-16,0.665276830976448,0.435,0.148,2.1964327327391E-11,8
EEF23,4.50172861992094E-16,0.995058525547819,0.702,0.344,2.1467393269817E-11,8
LIMD22,4.43705053432775E-16,0.435343897916215,0.355,0.105,2.11589628830487E-11,8
PTPRC3,4.22235619578897E-16,0.640885271042805,0.374,0.208,2.01351499908588E-11,7
NEDD4L,3.71983113558955E-16,1.83358329204213,0.252,0.066,1.77387587362859E-11,9
VDAC3,3.51732807682235E-16,0.838252155340186,0.25,0.063,1.67730823999427E-11,8
MEF2C1,3.48948739611137E-16,1.02930831725378,0.266,0.07,1.66403185458363E-11,8
PFDN5,3.37285935246517E-16,0.896757246701374,0.386,0.334,1.60841543941006E-11,2
USP471,3.32152487328454E-16,1.23328743920372,0.315,0.091,1.5839355663232E-11,8
SNW1,2.95092507167062E-16,1.22512712385995,0.347,0.106,1.40720763892757E-11,8
COX6B1,2.94217561928408E-16,1.11119295987868,0.347,0.107,1.403035287568E-11,8
WAC1,2.82737928733641E-16,0.692461922195068,0.427,0.145,1.34829236075211E-11,8
PDCD5,2.73030171857542E-16,1.16628774123647,0.258,0.066,1.30199898053706E-11,8
SRSF21,2.66093658412992E-16,1.00609754329555,0.265,0.136,1.26892082887404E-11,7
ACTR33,2.48981328832641E-16,0.908373946201793,0.427,0.15,1.18731726280422E-11,8
ATP1B11,2.10685357998883E-16,0.409033558527069,0.267,0.184,1.00469526668927E-11,2
ARF62,2.04649158391953E-16,0.776256894506875,0.444,0.153,9.75910441623704E-12,8
CNBP1,1.92434699933473E-16,0.88029722578675,0.379,0.121,9.17663353572754E-12,8
RND31,1.86808151266858E-16,2.68047990261239,0.252,0.065,8.90832030946265E-12,10
PSCA2,1.81816410749504E-16,1.15013652138595,0.604,0.263,8.67027917941158E-12,10
NDUFV2,1.75019820746851E-16,0.638668901609253,0.331,0.096,8.34617019195508E-12,8
TNFRSF1B2,1.64152360193776E-16,0.759199520118202,0.298,0.081,7.82793360056061E-12,8
EHF1,1.62903669127646E-16,2.45232754712944,0.387,0.138,7.76838726969004E-12,10
TCP11,1.62603979596089E-16,0.773469353434145,0.379,0.12,7.7540959749987E-12,8
INPPL1,1.62073448688861E-16,1.88361505549276,0.269,0.072,7.7287965476257E-12,9
RPL23A2,1.60773719927869E-16,0.838561937319811,0.403,0.132,7.66681638220029E-12,8
UBB2,1.49364761882228E-16,0.793887405935969,0.486,0.319,7.12275739987781E-12,7
ATF31,1.47395180143028E-16,1.98298613647161,0.328,0.103,7.02883395548056E-12,9
LSM14A1,1.41067924398627E-16,1.09638198793258,0.323,0.094,6.72710611079735E-12,8
ATP6AP2,1.38958284829152E-16,2.05791298432982,0.277,0.075,6.62650372864778E-12,9
EIF4A11,1.37487755057106E-16,0.910650962784031,0.298,0.159,6.55637857540824E-12,7
PSMA61,1.36715942515422E-16,0.568051828063361,0.411,0.134,6.51957315073294E-12,8
ZC3H131,1.27943420460519E-16,0.830614887652549,0.395,0.127,6.10123789150078E-12,8
SF3B5,1.25271157293209E-16,0.673354495815659,0.266,0.068,5.97380567784124E-12,8
EIF4A12,1.2416441536314E-16,0.709543887450842,0.46,0.161,5.92102847542208E-12,8
CCDC69,1.22478549273526E-16,0.315719675433374,0.257,0.171,5.84063457920665E-12,3
HSPA91,1.22038234113369E-16,1.02204021570761,0.403,0.134,5.81963727016425E-12,8
BANK11,1.16172537404972E-16,1.04109668238847,0.298,0.081,5.5399197912309E-12,8
RPS52,1.10432687731176E-16,1.11995955090385,0.492,0.19,5.26620357983657E-12,8
ZC3H7A,1.07268662909109E-16,1.38255082763419,0.25,0.061,5.11532072814669E-12,8
PABPC13,1.07176971086695E-16,0.651844227330519,0.591,0.429,5.11094822021121E-12,7
PTPN12,1.06868583044857E-16,1.11313070683793,0.403,0.134,5.09624211966008E-12,8
THUMPD1,1.00680983950792E-16,0.740545858230383,0.25,0.061,4.80117408166141E-12,8
PSME3IP1,9.99132439708963E-17,0.859136094642962,0.282,0.075,4.76456286524013E-12,8
ARRB2,9.03662918451387E-17,0.850245722758316,0.298,0.08,4.30929735921913E-12,8
ATP5PD,8.9858434709214E-17,1.05011018921537,0.331,0.097,4.28507917597829E-12,8
EZR,8.45378021788332E-17,0.751815429369777,0.451,0.408,4.03135417250202E-12,2
NUCKS1,8.43544495443678E-17,0.331797518863443,0.335,0.233,4.02261063542227E-12,3
SRSF1,8.18758870370471E-17,1.01097136750003,0.298,0.081,3.90441542513566E-12,8
SH2D4A1,7.02870546990387E-17,2.04304817041569,0.269,0.07,3.35177877743306E-12,9
RPS113,6.99552768488411E-17,0.613727830942553,0.585,0.41,3.33595728709068E-12,7
CWC15,6.8872182138779E-17,1.09293587885636,0.323,0.09,3.28430774965195E-12,8
CAST1,6.53000621247579E-17,0.892632842373611,0.361,0.301,3.11396406254333E-12,2
VCP1,6.26887045521432E-17,0.767271603272997,0.427,0.142,2.98943625397805E-12,8
LIMA11,6.24807562900189E-17,1.95610123070024,0.336,0.105,2.97951982520213E-12,9
MRPS18B,5.90548469675369E-17,0.41822052706493,0.258,0.063,2.81614848734093E-12,8
CCDC137,4.29001580291871E-17,1.34520049294874,0.266,0.067,2.04577983593785E-12,8
HNRNPH3,4.1017986051229E-17,1.07326098760708,0.347,0.104,1.95602470082496E-12,8
TPT14,3.65968272179416E-17,1.34655854363612,0.811,0.591,1.74519289954198E-12,10
CAPZB2,3.45318993613066E-17,0.785845609626006,0.332,0.178,1.64672268484263E-12,7
ATP5F1B1,3.35995137213018E-17,1.00036171958785,0.516,0.194,1.60226001082772E-12,8
ZC3H15,3.34804569164199E-17,0.628641457139363,0.347,0.101,1.59658254897332E-12,8
RBM8A,3.09261522542056E-17,0.614718698370513,0.298,0.079,1.4747754225463E-12,8
PSMD13,3.03408559545567E-17,0.980642652673584,0.339,0.098,1.44686439790495E-12,8
PHACTR4,2.98123004378137E-17,2.8626655865009,0.261,0.066,1.42165917097802E-12,10
ILF2,2.80574463713712E-17,1.05706898284165,0.323,0.092,1.33797544511158E-12,8
NME2,2.74807295716617E-17,1.07820093371266,0.379,0.121,1.31047355108383E-12,8
ARCN1,2.69990180404881E-17,0.783697030836665,0.266,0.066,1.28750217329675E-12,8
ILF31,2.68192689319113E-17,0.892340355623626,0.452,0.158,1.27893047755605E-12,8
MIER11,2.66828607477464E-17,0.838059558312003,0.371,0.114,1.27242558047778E-12,8
UQCRH,2.60191824438122E-17,0.723100449109651,0.282,0.073,1.24077675319807E-12,8
COPS5,2.55277713106112E-17,1.06888009293943,0.25,0.06,1.21734283048911E-12,8
PDIA6,2.5044575928963E-17,1.13062882575332,0.355,0.108,1.19430069232446E-12,8
SRP721,2.39788813812973E-17,0.605079036742541,0.363,0.108,1.14348091642992E-12,8
SOS1,2.33493723511382E-17,1.20938372179139,0.274,0.069,1.11346151930873E-12,8
PNISR1,2.3040707717753E-17,0.488418552508491,0.339,0.24,1.09874222893649E-12,3
TAOK3,2.25140799665524E-17,0.934267578002581,0.371,0.113,1.07362893136498E-12,8
SARNP,2.14650722609872E-17,1.65612768612146,0.25,0.061,1.0236049009097E-12,8
MATR3,2.14135552130234E-17,0.404588492420289,0.27,0.179,1.02114820744345E-12,3
ATF42,2.07608709946897E-17,0.890704154125431,0.427,0.267,9.90023655123767E-13,7
H1-21,1.95727629653293E-17,1.10231076973368,0.387,0.121,9.33366347527657E-13,8
SNHG29,1.91276427694606E-17,0.959135025441043,0.298,0.08,9.12139900747268E-13,8
HNRNPC1,1.89930685207223E-17,0.952778514110988,0.387,0.121,9.05722458547683E-13,8
SMC6,1.82923814683018E-17,1.40122216582901,0.331,0.095,8.72308795078909E-13,8
LMO71,1.78260652442259E-17,2.47285460254767,0.45,0.179,8.50071573301401E-13,10
GYPC2,1.74060672561881E-17,0.533223047349261,0.315,0.084,8.30043129245841E-13,8
PAG1,1.58152147111821E-17,1.22071595222634,0.25,0.059,7.5418014393214E-13,8
RPAP3,1.53629756315691E-17,0.649206580756344,0.282,0.072,7.32614218942635E-13,8
EIF3J1,1.52267929924567E-17,1.26723635786889,0.355,0.106,7.26120077431282E-13,8
B2M1,1.50253319613325E-17,0.400155077887326,0.927,0.817,7.16513005240062E-13,7
SFPQ,1.4124446911656E-17,0.349192885372247,0.4,0.292,6.73552499876142E-13,3
NAA15,1.37555041168748E-17,0.672278993341879,0.306,0.082,6.55958724821411E-13,8
PFDN2,1.34537457268967E-17,1.40320949147075,0.323,0.09,6.41568772478524E-13,8
EIF4G2,1.24229011159659E-17,0.379742747266238,0.269,0.178,5.92410885517066E-13,3
RBM39,1.1849893310033E-17,0.403655204497928,0.388,0.281,5.65085862275543E-13,3
UBE2A,1.17026899896194E-17,1.63093896218523,0.25,0.06,5.58066177534982E-13,8
SDC4,1.11627196147263E-17,1.75097409835001,0.277,0.071,5.32316610267453E-13,9
PPIG2,1.03683371633332E-17,0.934810150567706,0.5,0.179,4.9443489430787E-13,8
ATP1B13,1.02488909578322E-17,1.14236304481493,0.513,0.194,4.88738863106145E-13,9
PFKP,9.61077359724178E-18,0.899577306979561,0.25,0.059,4.58308960531669E-13,8
CAP12,9.00608538313742E-18,1.17419479960173,0.259,0.126,4.29473193665674E-13,7
SF3B21,8.10224226738749E-18,0.718372541394078,0.516,0.189,3.86371627004907E-13,8
C19orf53,8.08063259987917E-18,0.96736961011577,0.306,0.082,3.85341126790438E-13,8
RPS27A,7.45750263028483E-18,0.710105408920423,0.266,0.064,3.55625927930393E-13,8
DBI1,7.4298345082164E-18,1.13027724740066,0.298,0.156,3.54306518193315E-13,7
CYBA1,6.93882641486656E-18,0.809240307231244,0.368,0.207,3.30891815245741E-13,7
VASP1,6.67976470514923E-18,1.62910793819376,0.347,0.102,3.18537939494451E-13,8
VHL,6.43610620242765E-18,0.570926903098209,0.258,0.061,3.06918596475167E-13,8
DAPP1,6.32447000667897E-18,1.21842601023613,0.251,0.123,3.015950012085E-13,7
PTPN61,6.20657214423122E-18,0.866658247732246,0.379,0.114,2.95972805841954E-13,8
TMA7,5.72996674817465E-18,0.884032663595344,0.411,0.131,2.73244924320205E-13,8
NIBAN1,5.38526135554588E-18,0.587235526699219,0.282,0.07,2.56806958261917E-13,8
ATP2A3,5.23942241342335E-18,1.01353336106563,0.282,0.071,2.49852336628919E-13,8
MYL12A2,5.2329508071006E-18,0.786052319576023,0.387,0.219,2.49543725138207E-13,7
SNU13,5.17500862437777E-18,0.727932326236805,0.274,0.068,2.46780636270703E-13,8
CCDC25,5.1741164104151E-18,1.31516466529772,0.25,0.058,2.46738089263465E-13,8
PABPN12,5.15826007665919E-18,1.0142848818573,0.492,0.175,2.45981948275647E-13,8
WDR821,5.10937855277971E-18,1.39130407642263,0.282,0.071,2.43650935046406E-13,8
SYNCRIP1,5.09067475843408E-18,1.13446995084371,0.387,0.119,2.42759007205446E-13,8
EIF3I,4.18864710814134E-18,0.734882409059051,0.347,0.097,1.99744014645936E-13,8
NOLC11,4.01328025640868E-18,0.988171083153324,0.355,0.103,1.91381295587361E-13,8
MOB1A1,3.98142148689375E-18,1.01628838722375,0.355,0.103,1.89862046445502E-13,8
RPL29,3.52978981253507E-18,0.756231231106401,0.306,0.08,1.6832508679036E-13,8
GTPBP4,3.37156181205762E-18,1.19711135265266,0.282,0.071,1.60779668131592E-13,8
RHOH,3.01021452240937E-18,0.483609797156555,0.274,0.066,1.43548099930135E-13,8
HSPD11,2.9397327897355E-18,1.02665617558544,0.395,0.122,1.40187037544117E-13,8
PSMB81,2.91048318849151E-18,0.943958379115391,0.516,0.186,1.38792211809595E-13,8
ATG3,2.9053996059907E-18,1.13031719229809,0.298,0.077,1.38549791010879E-13,8
HSPE11,2.8674693962245E-18,1.18757016063389,0.281,0.145,1.36741013097758E-13,7
RALA1,2.65014769159135E-18,2.14823912330746,0.294,0.08,1.26377592968917E-13,9
NDUFB10,2.48229947025927E-18,0.745399055671543,0.363,0.105,1.18373414838254E-13,8
PSMD8,2.26635173812235E-18,0.88126874145136,0.363,0.106,1.08075515335841E-13,8
ACAP11,2.2029535034033E-18,1.21552407592439,0.315,0.084,1.05052243716793E-13,8
H3-3B4,2.15586295949757E-18,1.18620815149052,0.782,0.447,1.02806636949561E-13,9
CDV32,1.95343818622159E-18,0.958072236591736,0.435,0.141,9.31536067863491E-14,8
RPS172,1.91063742880151E-18,0.838849227556059,0.556,0.208,9.11125670672576E-14,8
GTF3A1,1.78076423383871E-18,0.833455814507336,0.339,0.093,8.49193040190667E-14,8
MBNL12,1.71762663666088E-18,0.87501067683895,0.427,0.135,8.19084614224472E-14,8
RPS142,1.62685604650322E-18,0.778439071099513,0.507,0.482,7.75798842895993E-14,6
EIF52,1.61734271879909E-18,1.0478808287435,0.352,0.197,7.71262222313722E-14,7
LBH1,1.58332817463654E-18,1.15249627320858,0.306,0.081,7.55041706638925E-14,8
MICOS10,1.5209178442011E-18,1.25132596256769,0.379,0.113,7.25280092364178E-14,8
TRIR2,1.33959904560732E-18,0.902979116996242,0.444,0.144,6.38814596878764E-14,8
FDPS,1.26531000280773E-18,0.900999215593851,0.339,0.094,6.03388381038923E-14,8
NMT1,1.22911288651642E-18,0.953254289269968,0.306,0.079,5.86127062193084E-14,8
NDUFB6,1.13856017054157E-18,1.12172148395126,0.25,0.057,5.42945188526158E-14,8
RPS22,1.1069611817774E-18,1.1925223780364,0.355,0.101,5.27876578754191E-14,8
DNAJB6,1.03977220481052E-18,1.26109879972626,0.25,0.057,4.95836171307992E-14,8
APP1,1.02680756936749E-18,2.15331602834359,0.303,0.081,4.89653725604273E-14,9
LCN23,1.02325108746359E-18,1.20650425635354,0.658,0.279,4.87957746078762E-14,10
CTSH1,9.44966984146938E-19,1.21649237262175,0.298,0.154,4.5062640573015E-14,7
HLA-B,8.60966828714325E-19,0.369563479499057,0.656,0.599,4.10569251609E-14,2
EMB,8.58413515908913E-19,0.410685218955899,0.29,0.071,4.09351653331483E-14,8
PDCD7,8.13471672587541E-19,1.27741522437006,0.258,0.06,3.8792023650682E-14,8
CARD111,7.66355956853808E-19,0.920066748972164,0.306,0.078,3.65452165144875E-14,8
MRPS6,7.00705422102451E-19,1.28274980876783,0.274,0.066,3.34145394637996E-14,8
RABGGTB,6.89544872393724E-19,1.22520329861056,0.29,0.073,3.28823263298395E-14,8
PTMA3,6.64400450219312E-19,1.03290841666735,0.855,0.503,3.16832642696083E-14,8
CD991,6.53421032108229E-19,1.19939585380261,0.355,0.1,3.11596887581451E-14,8
NDUFS5,5.77371437636813E-19,1.06089051973271,0.403,0.123,2.75331117465867E-14,8
HNRNPU,5.70664123443565E-19,0.395417016476036,0.383,0.273,2.72132600546533E-14,3
HNRNPUL1,5.19557038813689E-19,0.993505742049331,0.339,0.095,2.47761165099084E-14,8
STK17A1,4.60805167506673E-19,0.78704763306204,0.403,0.12,2.19744160228907E-14,8
RPS183,4.57033022116238E-19,0.773129950579359,0.839,0.409,2.17945337256571E-14,8
S100A64,4.56665914194361E-19,1.31688294464474,0.793,0.475,2.17770274501865E-14,10
YARS1,4.12527105963223E-19,0.8924304791108,0.266,0.062,1.96721801020682E-14,8
RPL310,3.91260157878484E-19,0.924311593157547,0.621,0.246,1.86580231487512E-14,8
LGALS33,3.75550940936603E-19,1.49378717964625,0.63,0.282,1.79088977204438E-14,9
G3BP1,3.49002904858909E-19,1.29925646018262,0.315,0.082,1.66429015240068E-14,8
GDI22,3.47347729096672E-19,1.06317772187621,0.452,0.151,1.6563971157433E-14,8
PTMAP5,3.36537724121151E-19,1.12478282331748,0.25,0.056,1.60484744501653E-14,8
MAGOH,3.30908867787558E-19,0.935348975903364,0.29,0.071,1.57800511781853E-14,8
IFITM11,3.29733212089302E-19,1.38087026884434,0.294,0.217,1.57239876849025E-14,6
TBC1D10C1,3.26650854344769E-19,0.949878285336828,0.371,0.105,1.5576999291139E-14,8
ZC3H18,3.23401342585058E-19,1.48363209089438,0.298,0.075,1.54220398238537E-14,8
EIF4G11,3.06782077754687E-19,0.833966333276865,0.427,0.132,1.46295169418877E-14,8
JPT1,2.83338237602346E-19,1.19714572958566,0.29,0.072,1.35115505365431E-14,8
APEX1,2.78639139921707E-19,0.666058514550491,0.282,0.068,1.32874646654465E-14,8
PARK7,2.69735737052405E-19,1.02579917391881,0.435,0.138,1.2862888092818E-14,8
CCT21,2.58687145833843E-19,1.16655259339675,0.419,0.133,1.23360139233785E-14,8
GBP11,2.4170864878214E-19,1.89759672694101,0.257,0.129,1.15263603344739E-14,7
ARPP19,2.37597310328485E-19,1.09184812011648,0.258,0.059,1.13303029376345E-14,8
HLA-B3,2.37143673515908E-19,0.585054766444248,0.785,0.601,1.13086703589531E-14,7
PNP1,2.24862221111238E-19,1.09597948706589,0.282,0.068,1.07230047381316E-14,8
RPL372,2.17072621424479E-19,1.00307017045881,0.429,0.382,1.03515420978691E-14,6
PTPRC4,1.96901170926383E-19,0.872605569582336,0.581,0.211,9.38962613796644E-15,8
CSDE1,1.73329609336706E-19,0.271656638738737,0.321,0.214,8.26556908043948E-15,3
CYTIP2,1.69991252925245E-19,1.0556628142688,0.323,0.083,8.10637287824618E-15,8
PSMD7,1.67565396396657E-19,1.35131746080102,0.347,0.096,7.99069105796738E-15,8
FMNL1,1.61869912541854E-19,1.24843775899868,0.258,0.058,7.7190905193834E-15,8
ARID4B,1.61693889032112E-19,0.466021348298729,0.35,0.245,7.7106964862743E-15,3
CD631,1.42196560071346E-19,0.612189632273593,0.355,0.266,6.78092736012227E-15,2
SRSF33,1.41044853201706E-19,1.27221974538923,0.54,0.197,6.72600591462974E-15,8
RACK14,1.40517241606096E-19,0.989098436145233,0.79,0.372,6.7008457004699E-15,8
